Record_ID,MOF,Legante,Ligand_SMILES,Ligand_InChIKey,Famiglia_Legante,Metallo,Sale_Metallico,Counterion_Class,Hydration_Number,Oxidation_State,Solvente,Solvent_1,Solvent_1_mL,Solvent_2,Solvent_2_mL,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Volume_solvente_mL,Heating_Method,Microwave_Power_W,Workup,Outcome_Class,Outcome_Label,Outcome_Raw_Score,Outcome_Mapping_Rule,Yield_percent,PXRD_Confirmed,SCXRD_Confirmed,Evidence_Type,Evidence_Statement,Source_DOI,Source_Data_DOI,Article_Title,Extraction_Method,Extraction_Note,Protocol_Completeness,Precursor_Qualification,Experiment_Generation
V11-ALPMOF-G2S2,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/DMSO (80:20 v/v),H2O,1.6,DMSO,0.4,Nessuno,200,0.8333333333333334,0.025,0.05,0.5,2.0,Automated microwave synthesis,220,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,10,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,15.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S2, article-assigned crystallinity score 10/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S3,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/1-propanol (80:20 v/v),H2O,1.6,1-propanol,0.4,Nessuno,180,0.9166666666666666,0.025,0.05,0.5,2.0,Automated microwave synthesis,290,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,8,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,32.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S3, article-assigned crystallinity score 8/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S4,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/EtOH (80:20 v/v),H2O,1.6,EtOH,0.4,Nessuno,190,0.8333333333333334,0.051,0.099,0.5151515151515151,2.0,Automated microwave synthesis,250,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,8,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,75.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S4, article-assigned crystallinity score 8/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 1.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S5,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/EtOH (80:20 v/v),H2O,1.6,EtOH,0.4,Nessuno,190,0.6666666666666666,0.051,0.099,0.5151515151515151,2.0,Automated microwave synthesis,300,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,8,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,56.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S5, article-assigned crystallinity score 8/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 1.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S6,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/1-propanol (80:20 v/v),H2O,1.6,1-propanol,0.4,Nessuno,185,0.5,0.025,0.05,0.5,2.0,Automated microwave synthesis,200,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,7,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,34.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S6, article-assigned crystallinity score 7/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S7,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/EtOH (80:20 v/v),H2O,1.6,EtOH,0.4,Nessuno,195,0.6666666666666666,0.025,0.05,0.5,2.0,Automated microwave synthesis,200,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,10,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,10.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S7, article-assigned crystallinity score 10/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S8,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/EtOH (80:20 v/v),H2O,1.6,EtOH,0.4,Nessuno,185,0.8333333333333334,0.025,0.05,0.5,2.0,Automated microwave synthesis,250,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,8,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,40.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S8, article-assigned crystallinity score 8/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S9,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/1-propanol (80:20 v/v),H2O,1.6,1-propanol,0.4,Nessuno,200,0.5,0.025,0.05,0.5,2.0,Automated microwave synthesis,300,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,8,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,50.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S9, article-assigned crystallinity score 8/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S10,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/1-propanol (80:20 v/v),H2O,1.6,1-propanol,0.4,Nessuno,180,0.8333333333333334,0.025,0.05,0.5,2.0,Automated microwave synthesis,250,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,8,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,33.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S10, article-assigned crystallinity score 8/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S11,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/1-propanol (80:20 v/v),H2O,1.6,1-propanol,0.4,Nessuno,200,0.8333333333333334,0.025,0.05,0.5,2.0,Automated microwave synthesis,240,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,7,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,20.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S11, article-assigned crystallinity score 7/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S12,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/DMSO (80:20 v/v),H2O,1.6,DMSO,0.4,Nessuno,190,0.8333333333333334,0.025,0.05,0.5,2.0,Automated microwave synthesis,200,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,7,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,1.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S12, article-assigned crystallinity score 7/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S13,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/DMSO (80:20 v/v),H2O,1.6,DMSO,0.4,Nessuno,180,0.6666666666666666,0.025,0.05,0.5,2.0,Automated microwave synthesis,200,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,9,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,3.5,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S13, article-assigned crystallinity score 9/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S14,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/DMSO (80:20 v/v),H2O,1.6,DMSO,0.4,Nessuno,195,0.8333333333333334,0.051,0.099,0.5151515151515151,2.0,Automated microwave synthesis,200,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,10,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,12.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S14, article-assigned crystallinity score 10/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 1.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S15,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/EtOH (80:20 v/v),H2O,1.6,EtOH,0.4,Nessuno,195,1.0,0.051,0.099,0.5151515151515151,2.0,Automated microwave synthesis,250,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,9,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,65.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S15, article-assigned crystallinity score 9/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 1.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S16,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/DMSO (80:20 v/v),H2O,1.6,DMSO,0.4,Nessuno,185,0.6666666666666666,0.025,0.05,0.5,2.0,Automated microwave synthesis,200,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,10,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,11.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S16, article-assigned crystallinity score 10/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S17,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/DMSO (80:20 v/v),H2O,1.6,DMSO,0.4,Nessuno,190,0.4166666666666667,0.051,0.099,0.5151515151515151,2.0,Automated microwave synthesis,200,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,10,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,4.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S17, article-assigned crystallinity score 10/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 1.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S18,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/EtOH (80:20 v/v),H2O,1.6,EtOH,0.4,Nessuno,190,0.6666666666666666,0.025,0.05,0.5,2.0,Automated microwave synthesis,230,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,8,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,51.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S18, article-assigned crystallinity score 8/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S19,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/DMSO (80:20 v/v),H2O,1.6,DMSO,0.4,Nessuno,180,0.75,0.025,0.05,0.5,2.0,Automated microwave synthesis,200,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,10,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,3.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S19, article-assigned crystallinity score 10/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
V11-ALPMOF-G2S20,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6,3,H2O/EtOH (80:20 v/v),H2O,1.6,EtOH,0.4,Nessuno,180,0.5,0.025,0.05,0.5,2.0,Automated microwave synthesis,200,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,8,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,45.0,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S20, article-assigned crystallinity score 8/10.",10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2
